INDEX,TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
9536,,-0.3,1.43,-0.95,10.4,0.379,47,194,0.99471,3.26,0.58,9.6,-1,8,2
9540,,5.6,0.68,0.36,44.2,0.048,-266,538,1.03395,2.27,1.69,,1,6,3
9542,,6.4,0.28,0.56,-17.1,0.577,45,106,0.99354,4.26,0.37,9.2,1,7,2
9546,,15.4,-0.59,0.33,12.3,0.393,31,-282,0.96725,3.36,0.4,22,-1,7,3
9548,,-2.9,-1.15,0.34,2.7,0.064,-83,-240,0.9924,3.63,2.08,11.5,0,7,3
9549,,15,1.535,0.38,-55.3,-1.128,,63,0.9932,3.42,0.36,12.4,1,6,4
9554,,8.7,0.21,0.31,-8.6,0.046,40,81,0.9913,2.24,0.65,16.4,0,7,4
9555,,7.2,0.23,0.28,18.2,0.055,35,205,0.9748,3.12,-0.6,9,1,8,2
9558,,2.6,0.715,3,45.5,-0.712,-13,43,0.96396,2.78,0.9,11.8,-1,8,
9573,,6,1.46,0,1.4,0.057,4,119,0.99448,3.36,0.45,9.1,0,7,
9575,,-1.3,0.305,1.83,1.2,0.059,7,11,1.0345,4.99,0.52,16.6,0,8,4
9584,,-3.7,0.47,0.29,14.8,0.024,106,142,1.0196,3.12,0.48,12,-1,8,2
9586,,18.5,-0.38,-1.04,9.25,0.038,-216,-103,0.89121,,0.41,10.7,0,7,2
9588,,5.7,-0.09,0.28,2.2,0.019,-448,168,1.03345,2.72,-0.35,15.1,1,6,3
9591,,-1.1,1.64,-0.98,22.95,-0.496,-141,-123,0.9913,3.15,0.8,12.7,0,7,
9592,,13.7,-0.93,-0.15,1.7,-0.188,98,-212,1.0428,3.37,,,0,7,3
9597,,1.1,0.23,-0.09,-6.2,-0.27,31,,0.97235,3.19,0.42,,2,6,3
9600,,7.5,0.97,0.3,4.6,1.123,145,61,1.02218,3.15,0.38,14.6,0,8,3
9603,,8.1,-1.12,0.4,6.3,0.047,-191,,0.99573,3.18,0.53,6.6,0,8,2
9605,,-5.3,0.21,0.36,17.3,-0.049,-16,113,0.96282,3.64,1.4,16.6,-1,7,1
9614,,7.2,1.54,-0.14,-11.2,0.05,60,-245,0.9945,3.46,,10.2,0,8,
9616,,-3,-1.2,0.35,-56.2,0.434,,165,0.9932,3.04,-1.2,8.6,1,10,3
9622,,7,0.28,0.28,1.4,-0.498,145,83,0.97105,2.87,0.58,11.1,0,8,2
9624,,8.5,0.25,-0.54,2.8,0.032,-45,-171,0.9955,3.06,0.44,12.8,0,9,3
9629,,5.7,2.31,-0.08,1.5,0.172,7,19,0.994,3.5,0.48,9.8,0,7,
9633,,6.8,-0.75,0.25,7.95,0.042,,11,1.00661,3.44,0.61,13.4,0,6,2
9640,,5.3,-0.97,0.72,56.7,0.03,35,115,0.98674,2.93,0.42,11.8,0,9,3
9644,,33.5,-0.61,0.24,2.4,1.165,6,-359,0.89706,3.09,0.57,9.4,-1,11,1
9645,,6.8,2.95,0,1.8,0.066,-11,-371,0.9976,3.62,0.68,12.5,0,8,
9646,,6.9,-1.13,-0.54,53,0.039,8,143,0.96007,0.86,2.16,9.8,0,8,1
9648,,6.6,0.96,0.46,-9.5,0.056,231,482,0.9968,3.5,0.6,9.9,0,7,1
9649,,3.5,-0.67,-1.1,-15.8,-0.297,174,139,0.99788,3.21,1.02,4.3,-1,10,
9660,,7.5,0.23,0.21,3.8,0.409,21,-178,1.04064,4.26,0.57,11,0,6,2
9664,,15.9,0.87,1.38,2.1,0.534,5,-341,0.998,2.99,,7.2,1,13,2
9675,,7,0.45,0.52,19.8,,12,,0.9976,3.07,,13.9,1,8,
9679,,6.8,-0.41,1.52,2.4,0.046,27,132,0.99101,4.53,0.73,11.3,0,6,1
9680,,6,2.47,-0.44,0.9,0.038,-115,72,0.99066,3.23,-1.19,24.3,-1,7,2
9682,,7.1,0.62,0.06,-29,0.307,,-208,1.01794,3.32,0.85,16.5,0,8,
9697,,6.4,-0.11,0.44,-21.7,0.29,52,-103,0.95561,2.08,0.48,0.7,0,7,1
9701,,9.3,-0.16,-0.25,,0.172,24,482,0.9932,3.27,0.39,12.2,-1,7,3
9704,,-0.7,0.64,0,-110.4,0.604,18,23,1.01225,3.32,0.6,11.7,-1,8,2
9705,,6.2,-1.67,0.45,10.4,-0.063,22,27,0.99711,3.14,0.56,9.8,1,7,
9707,,18.4,0.2,-0.3,1.7,0.192,-29,167,0.97779,3.05,1.36,8.8,0,9,3
9714,,6.6,0.8,0.03,-91.1,0.079,-104,-207,0.9963,3.89,0.5,12.2,1,7,
9718,,8.3,-1.24,1.52,31.7,0.033,-157,57,0.99109,3.42,0.51,,0,9,1
9722,,6.2,0.36,-1.22,3.2,-0.471,221,-141,0.9559,1.9,0.36,9.9,1,7,3
9739,,-2.8,1.2,-0.9,46.9,-0.132,-184,131,0.9936,3.85,0.64,,0,7,1
9747,,4.9,1.62,1.65,-122.7,0.28,-93,158,0.98942,5.28,-0.38,12.6,1,7,4
9751,,5.9,0.37,0.14,-35.3,-0.339,34,185,0.9944,3.17,0.63,18.6,-1,6,
9757,,8.1,0.82,0.27,4.3,0.03,43,279,0.99212,3.16,0.25,11.2,-1,9,1
9759,,1.7,1.22,0.15,-41,0.266,29,478,0.97023,3.29,0.77,13.4,-1,6,3
9760,,6.3,1.11,1.3,3.5,,23,109,1.04052,2.96,0.54,7.4,0,7,3
9764,,7.6,1.64,0.36,4.5,0.563,-504,50,1.03816,3.09,0.47,5.6,-1,8,2
9776,,10,0.22,0.43,61.6,-0.252,-60,503,0.95799,4.33,,13.7,0,8,
9778,,-5,0.18,1.14,,0.048,-155,-339,0.9956,3.77,-1.07,10,0,7,1
9786,,12.8,0.635,-0.03,-45.6,-0.342,-248,-76,1.0405,3.31,0.57,8.1,-1,9,
9803,,7.5,-1.68,1.67,-52.9,0.077,11,35,1.00416,3.36,1.75,1.3,0,8,2
9804,,9.1,0.14,0.35,-15.9,0.383,,-183,1.02526,4.17,0.35,16.4,1,7,2
9815,,-0.4,0.2,0.07,2.5,-0.237,15,25,0.99572,2.32,1.15,13.5,1,8,3
9824,,11.2,0.01,0.3,1.8,0.624,16,,0.92864,4.3,0.82,10.1,-2,8,1
9825,,10.4,0.34,0.58,-55.6,0.174,6,16,0.997,4.46,0.7,14.5,0,11,
9826,,16.3,0.405,0.15,1.45,0.453,-137,387,0.99125,3.52,0.42,11.6,0,6,1
9827,,7,0.18,0.26,1.4,0.044,304,89,0.9728,2.71,0.48,10.7,0,7,2
9833,,6.7,3.26,0.31,9.9,0.04,10,453,0.94521,2.33,1.46,7.9,0,7,2
9835,,8.2,2.49,0.64,-38.2,0.043,22,47,0.99873,2.23,1.55,8.8,-1,9,
9860,,17.3,0.34,0.32,3.8,0.044,278,116,1.02062,3.39,0.44,11.8,0,7,2
9865,,7.2,1.54,1.53,6.7,-0.397,120,138,0.9939,3.2,1.24,15.4,1,8,1
9871,,6.6,-2.49,1.52,18.15,0.042,437,-221,1.03375,2.62,2.13,8.7,-1,7,3
9874,,9.9,0.88,0.02,1.5,0.8,38,157,1.01871,,1.15,14.2,-1,7,
9880,,18.6,1.38,1.09,57.2,-0.072,-95,108,0.9928,3.13,1.15,11.5,1,9,1
9882,,7.5,-1.21,0.24,-8.1,0.053,8,,1.01351,3.14,0.5,7.7,-1,8,
9885,,5.8,0.28,0.29,-23.6,0.026,31,114,1.01716,2.79,0.6,9.7,0,6,1
9888,,14.1,-0.125,-0.1,20.3,0.04,57,-172,1.0354,3.22,0.54,3.2,1,7,2
9892,,6.3,0.17,0.23,-59.5,0.045,-20,147,0.98765,3.08,-0.92,-1.1,-2,7,1
9893,,-3.3,0.47,-0.38,6.4,0.581,-118,-66,0.98568,3.29,0.52,10,1,7,3
9896,,7.1,1.8,0.39,13.7,-0.144,-151,477,0.99755,2.9,0.46,8.5,-1,8,
9902,,4.1,1.52,1.29,2,0.05,23,363,0.99204,3.73,0.37,10.4,1,7,1
9906,,6.4,0.53,1.06,-11.3,0.034,460,90,0.98862,2.9,-1.14,12.6,0,7,2
9910,,7.8,0.23,0.32,10.7,-0.425,26,183,0.95537,2.93,1.09,9.1,1,9,3
9914,,-18.2,-0.405,-0.92,1.9,0.036,-536,324,0.99167,2.28,0.91,14,1,5,
9918,,6,0.36,0.04,32.4,0.624,189,203,0.98804,0.74,0.62,9.8,1,7,
9920,,6.6,0.78,0.5,34.5,0.645,183,-70,0.94576,3.25,0.48,18.5,-1,8,
9926,,4.9,0.23,1.52,-9.5,-0.391,3,8,0.9981,3.08,0.7,10.7,2,12,2
9931,,9.7,0.1,0.37,57,0.593,-238,202,0.99086,3.19,1.42,12.4,2,8,3
9935,,-5.2,-0.08,0.01,-59.2,0.441,18,30,0.99026,3.2,2.29,13.7,0,7,2
9945,,7.9,-0.87,-0.65,145.4,0.072,44,-200,1.02073,3.03,1.85,16.9,1,8,2
9953,,6.3,0.51,0.74,2.3,0.216,29,225,0.95175,3.17,0.75,11,1,7,
9957,,-0.7,0.57,0.21,1.5,,255,785,0.98424,3.16,0.54,9.8,0,8,1
9963,,17.6,0.35,0.28,-5.2,-0.161,26,,0.97668,1.99,,7.5,1,8,2
9972,,7.2,1.03,-1.67,1.8,0.567,218,70,0.95391,3.42,0.59,15,1,8,2
9976,,12.2,-0.97,0,6.5,0.51,,315,0.9939,4.43,2.33,11.6,0,5,3
9979,,7.7,0.39,-0.04,3.3,0.037,29,224,1.00694,3.83,,11,0,8,1
9980,,8.2,1.47,0.43,8,0.026,18,385,0.98845,3.22,0.79,17.2,0,7,
9982,,-1,0.17,0.32,1.6,,,450,0.9948,3.24,0.76,13.8,1,8,
9991,,-4,-1.26,0.4,-44.7,0.066,9,,0.93792,,0.23,9.7,0,8,2
10000,,6.9,0.34,1.51,11.7,0.034,12,391,0.9924,2.99,1.68,6.6,2,8,2
10003,,-16.2,1.35,-0.37,-13.1,-0.441,21,264,0.994,3.58,0.58,11.4,0,8,2
10005,,7,0.27,1.92,24.4,0.534,45,170,1.0171,3,0.45,12.6,-1,8,1
10014,,8,0.99,1.51,9.2,0.044,53,537,0.97993,3.25,-0.56,3.6,0,9,2
10032,,5.8,0.45,1.5,53.5,-0.094,-161,118,0.94848,2.99,0.29,11,1,7,1
10034,,-2.2,0.35,0.34,4.9,-0.121,9,,0.99253,3.32,1.99,3.8,0,7,1
10041,,-11.9,0.81,0.58,79.9,0.044,-235,,0.9978,2.99,0.51,9,-1,7,1
10042,,5,0.62,0.81,,-0.146,276,46,0.96818,4.4,1.35,18,0,6,2
10044,,6.6,0.21,-0.95,1.1,0.135,197,144,0.99172,3.39,0.39,9.3,1,7,3
10045,,14.7,2.88,0.39,2.3,0.041,31,-338,1.03306,2.48,0.58,15.8,-2,7,
10054,,6,0.28,-1.11,2.5,0.342,124,111,0.99896,3.1,1.85,7,0,7,2
10061,,0.9,0.48,0.09,1.7,0.078,-111,1,0.99402,3.45,,16.7,1,7,4
10062,,7,0.54,0.1,-51.9,-0.294,-98,-166,0.99799,3.28,-1.15,9.2,1,8,
10073,,11.6,0.39,1.94,2.8,0.092,-29,101,1.00024,2.73,,14.2,1,13,1
10081,,8,1.24,0.18,3.4,0.458,34,4,0.99668,3.19,-1.02,12.1,1,9,
10084,,-4,1.01,0.2,59,-0.253,,440,0.9971,2.39,0.58,19.6,0,8,
10086,,5.7,1.36,0.49,-32.9,0.683,235,80,1.0002,2.25,0.76,10.7,1,13,
10093,,6.9,0.3,0.49,53.2,-1.033,89,156,1.0446,3.43,,14.9,-1,8,
10101,,9.2,-0.05,0.33,1.5,0.036,-227,514,1.02282,3.32,,16.8,1,7,3
10105,,7.3,0.16,1.88,1.5,0.036,29,108,0.99342,3.27,-0.19,6.2,0,8,3
10110,,7.8,0.53,0.41,68.1,0.428,-331,,0.9954,2.72,0.45,14.5,0,8,2
10113,,6.8,-0.36,0.71,7.6,0.052,35,143,0.97211,3.14,0.38,11.6,0,7,1
10115,,15.2,-0.88,0.18,8.2,0.042,167,180,1.03488,3.21,-0.32,9.1,0,8,1
10119,,7.3,0.21,0.29,-128.3,0.034,48,-135,0.9917,4.52,2.27,,0,8,2
10121,,14.4,0.18,0.34,15.7,0.369,194,422,0.99,4.5,0.45,6.4,-1,7,3
10124,,8.4,0.65,0.02,2.1,0.078,-547,-290,0.95497,3.35,0.15,4.6,1,7,
10126,,3.1,0.28,-0.82,7.7,0.349,-32,116,1.01292,2.99,0.38,3.6,1,8,4
10127,,6.4,0.34,0.2,-72.8,-0.459,-115,449,1.01058,3.13,-0.34,-2,1,7,1
10145,,5.6,0.185,-1.12,22.5,-0.268,28,361,0.97505,3.55,-0.38,10.3,0,6,1
10147,,7.9,0.17,-1.07,1.6,0.283,-113,150,1.02279,2.81,0.63,-3.6,-1,8,
10148,,-4.6,-0.415,1.15,6.15,0.567,23,87,1.02773,2.94,1.45,11.4,-1,7,1
10162,,17.9,0.28,0.48,2.1,-0.433,,-286,1.02121,3.26,0.62,6.7,-1,9,1
10163,,1.8,0.18,0.3,,0.09,-145,-171,0.99413,3.03,0.38,9.4,0,8,1
10166,,18.3,0.25,-0.03,36,0.183,41,161,0.95864,3.16,0.5,13,-2,7,1
10172,,7.2,0.46,0.36,-8.3,0.051,26,-130,0.9914,2.93,1.59,8.1,0,8,2
10173,,6.8,0.54,-0.52,4,0.348,-541,134,0.96325,4.53,-0.65,9.7,0,9,1
10175,,19.1,-1.04,1.61,72.2,-0.216,64,179,1.02002,4.84,2.67,12.1,-1,9,1
10180,,12.9,-0.15,1.38,-50,1.041,,121,0.99008,0.9,,20.4,-1,7,2
10186,,7,0.19,0.33,6.3,0.069,42,-47,0.99182,3.31,0.03,5.5,1,8,
10192,,18.3,0.1,0.45,13,-0.204,259,451,0.9974,3.47,0.46,12.8,-1,7,3
10199,,5.7,1.5,0.65,7.1,0.628,-392,154,1.00752,3.3,0.83,5.8,-1,6,2
10209,,10.9,1.75,2.02,32.6,0.071,17,440,0.99935,3.05,-0.08,12.8,0,12,
10210,,6,-0.22,0.41,13.2,0.578,37,54,0.99161,3.39,0.51,18,2,7,4
10214,,0.7,0.37,0.58,55,0.644,105,466,0.99707,3.22,,8.6,0,12,2
10215,,-2.6,0.715,0.24,65.5,0.07,,39,0.9966,3.73,-0.15,20.4,1,10,
10216,,0.7,0.29,1.69,13.6,0.07,74,261,0.9977,2.79,,9.6,0,8,
10232,,9.6,0.56,-0.95,77.3,-0.488,-46,106,0.99397,3.75,-0.1,13.6,1,9,1
10239,,6.9,2.59,0.92,-16.2,0.018,177,61,0.99295,3.28,1.93,12.7,1,8,3
10249,,25.5,-2.27,0.25,1.4,-0.464,30,-170,0.98794,4.34,0.54,11.7,1,7,2
10253,,14,0.37,1.44,-2.2,0.035,-78,116,0.99305,2.68,0.1,12.6,1,7,3
10255,,-5.2,-0.39,0.32,13.2,-0.033,-167,221,1.0074,3.27,2.29,9.6,0,8,
10262,,16.2,0.37,-0.08,2.85,0.004,5,24,0.97944,3.19,,11.9,-1,9,2
10264,,8.9,0.62,0.38,102.3,0.348,19,102,0.977,3.17,0.35,-2.6,-1,7,1
10266,,18.7,0.63,0.39,-8.5,0.054,23,104,0.9941,3.27,0.45,10.3,1,8,
10268,,6.1,-0.73,0.48,11.5,-0.115,-108,94,0.99782,3.12,0.45,0.8,0,7,
10271,,-0.6,0.24,1.08,-55.2,0.032,42,104,0.97738,2.31,-1.02,7.5,-1,8,2
10272,,6.1,0.21,-1.24,1.5,0.085,37,253,0.98972,3.5,0.31,17.8,1,7,3
10276,,-1.1,0.43,3.2,5.5,0.071,-189,17,0.95131,3.42,0.43,16.3,0,8,
10277,,33,0.16,1.83,2,0.044,77,107,0.99514,3.21,0.13,11.6,0,10,1
10279,,15.4,1.01,0.24,67.2,0.079,19,911,0.9991,3.18,0.56,10.1,-1,11,2
10281,,4.5,1.91,1.56,4.9,-0.392,-23,18,0.97828,1.78,0.54,10,-1,10,1
10285,,7.2,0.29,1.42,2.5,-1.035,16,-322,1.00153,3.44,,9.3,-1,8,1
10294,,5.7,1.88,-0.18,10.1,0.024,-255,481,1.01377,3.2,0.4,9.2,-1,8,
10300,,8.4,-0.6,0.38,51.2,0.463,51,170,1.0004,2.9,0.82,8.9,-1,9,2
10304,,4.9,0.345,1.93,1,0.088,-16,445,0.992,4.02,1.06,3.5,0,6,1
10307,,14.8,1.32,0.86,20.6,0.037,399,-250,0.94241,3.64,,8.7,1,8,1
10309,,6,0.27,0.15,-44.9,0.233,35,-538,0.9936,2.15,1.27,8.3,1,6,3
10310,,6.1,0.41,0.14,39.9,0.037,144,119,1.00907,3.38,-0.67,7.5,0,7,
10312,,20.1,1.55,0.24,2.3,-0.533,,28,0.99685,2.6,0.53,4,0,9,
10321,,-0.4,-0.72,1.37,11.7,0.478,43,133,0.9588,3.02,0.41,8.8,-1,7,2
10332,,-6.3,0.54,1.87,2.5,0.097,7,-240,1.00513,2.83,2.13,9.3,1,10,
10336,,4.1,0.41,-1,10.1,0.306,28,232,0.9968,3.2,0.95,7,0,8,2
10368,,1.4,0.57,1.76,,0.027,35,138,0.98945,2.88,0.2,0.2,0,7,1
10369,,6.6,-0.83,-1.09,-5.1,0.068,-135,-233,0.96141,1.81,0.25,17.8,2,7,2
10375,,5.1,-0.78,1.39,7.9,0.049,-235,-212,0.9963,2.59,0.48,13.2,-2,8,
10376,,6.6,-0.88,-1.17,-37.4,0.069,19,-230,0.9773,3.56,0.47,9.8,-1,7,
10379,,8,-0.19,0.49,-37.2,0.401,39,,0.95543,3.13,0.38,,0,9,2
10380,,12.6,0.94,1.47,-5.5,0.063,27,173,0.99872,5.17,0.1,,0,7,1
10383,,2.2,0.55,0.84,11.2,-0.075,-142,56,1.0349,3.21,,13,-1,9,1
10385,,6.8,-0.93,0.41,12.9,0.267,61.5,-179,1.03679,2.52,-0.39,10.2,1,7,3
10387,,6.8,1.1,0.3,4.2,-0.081,,165,0.9945,5.17,1.92,9.1,0,8,2
10397,,7,1.27,-0.2,127.2,0.035,-106,632,0.97817,3.26,0,12.3,0,8,1
10412,,6,0.615,0.04,0.8,0.032,,-28,0.95239,3.48,0.37,11,1,7,1
10413,,6.6,0.27,0.72,-27.7,0.052,,188,0.9915,3.68,-0.2,11,1,7,
10418,,2.3,0.25,0.07,-1.8,0.056,13,518,0.9935,4.12,,9.5,-1,7,1
10420,,7.6,-0.69,0.32,3.6,-0.528,22,508,0.99144,3.08,0.6,12.5,-1,8,2
10426,,6.3,0.26,0.25,5.2,-0.362,11,430,0.97412,3.5,-1.04,8,0,7,2
10427,,8.3,-0.37,0.43,2.5,0.036,32,261,0.9944,4.1,0.44,-1.6,0,9,1
10428,,6.2,0.37,0.3,67.1,0.594,79,200,0.9954,3.29,1.16,13.9,-1,7,2
10430,,15.9,0.28,0.26,,0.042,463,450,0.9925,3.69,0.5,10.7,0,8,
10435,,7.6,0.1,1.76,1.3,0.047,21,100,0.96442,2.77,,9.5,0,6,
10436,,16,0.5,0.34,13.7,-0.104,216,184,0.99976,3.08,,,-2,8,
10446,,6.4,-2.285,0.29,-74.9,0.035,44,-147,0.94259,3.32,0.55,10.7,1,7,4
10448,,18,0.28,1.29,14.8,0.174,-99,178,0.97575,3.25,-1.3,16.9,-1,8,3
10449,,27.6,0.26,-1.31,-41.5,-0.342,34,225,0.99685,4.19,0.41,10,1,7,2
10463,,7.6,0.87,1.87,9.4,0.29,314,124,0.98066,3.07,0.61,9.7,-1,8,1
10469,,3.3,0.31,0.29,10.5,0.448,-182,145,0.9966,3.04,1.88,10.1,-1,8,1
10470,,5.8,0.62,1.32,6.1,0.019,27,12,0.99362,3,,,0,6,3
10471,,9.1,0.905,-0.53,,,27,353,0.99432,3.19,0.38,7.6,0,6,2
10473,,7.4,0.19,-0.09,114.9,0.045,39,-204,1.00514,,,,1,8,3
10476,,7,0.43,0.31,,1.204,104,262,1.03116,3.38,1.12,12.2,-1,8,2
10482,,9.9,-0.85,-1.39,19.7,0.759,49,288,0.99471,4.32,-0.64,15.3,0,7,1
10500,,6.4,0.28,-0.89,5.4,0.042,67,181,0.97525,3.31,0.35,10.2,-1,7,2
10511,,12.4,1.96,0.49,45.8,0.052,34,391,0.95053,2.99,0.61,,1,7,3
10512,,8.1,1.21,-2.8,11.8,0.507,46,212,0.92841,3.09,0.46,10,1,9,2
10514,,11.5,1.31,0.3,12.8,0.177,-157.5,-29,1.00456,3.76,-1.28,12.3,0,8,2
10515,,5.4,0.17,0.57,53.2,-0.019,28,104,0.97273,3.25,-1.02,10.3,0,6,3
10526,,7.4,1.17,0.27,1.3,0.189,587,323,0.994,3.46,,11.7,0,8,
10546,,5.3,0.31,1.73,10.5,0.031,,,0.99321,3.34,0.46,13.3,-1,6,
10549,,7.7,-0.72,-0.73,1.8,0.616,-85,-61,1.00274,,1.7,16.2,0,8,2
10553,,8.3,-0.14,-0.27,,0.071,230,28,0.9964,3.28,,16.3,-1,8,
10558,,1.7,0.66,-0.79,4,0.303,16,-9,1.00995,2.79,-0.56,9.7,-1,8,1
10575,,12.9,1.73,0.3,1.9,0.074,-230,84,0.99717,3.39,0.4,9,0,9,
10581,,6.1,0.705,-0.19,1.9,0.074,8,266,0.9962,3.34,-0.4,16.6,0,9,1
10583,,-11.6,0.35,0.49,128.5,-0.419,187,69,0.95562,3.53,,15.3,1,13,1
10584,,-0.3,0.37,0.29,30.6,0.972,286,56,0.9904,3.85,-0.66,5.7,-1,6,
10585,,7.1,2.56,0.18,-41.4,0.094,169,166,0.99474,2.39,2.14,-2.6,1,8,
10610,,-1.1,0.52,0.25,4.9,0.04,18,90,0.99006,3.31,0.56,11.3,1,6,
10611,,3.7,0.16,0.35,37.4,0.055,25,25,0.9952,3.34,-0.77,11.6,-1,10,
10616,,7.8,1.57,1.16,7.5,0.53,-342,-90,0.98212,4.41,1.42,4.5,2,9,2
10618,,-4.2,0.695,0.04,,0.042,-206,417,0.99432,3.18,-2.54,,0,6,1
10628,,9.9,0.59,-0.73,2.7,0.857,225,71,1.00015,3.31,-0.61,3.3,-1,11,
10632,,6.5,0.28,0.03,15.4,0.042,-178,195,0.96061,2.23,-0.72,,-1,7,
10642,,7.5,0.31,0.31,76.2,0.05,26,180,0.97848,4.05,0.53,9.9,0,8,2
10648,,-1.5,-0.53,-1.31,1.3,0.043,21,-164,0.9927,3.25,0.62,10.4,1,7,1
10649,,6,0.41,1.85,57,0.586,29,-374,0.9928,3.42,0.52,3.8,0,7,2
10650,,8.2,-0.89,3.13,1.6,0.219,,-23,0.9916,3.1,0.5,12.3,-1,9,2
10654,,6.8,-0.76,1.19,-51.5,0.02,38,133,0.99212,3.18,0.44,12,-2,8,1
10656,,4.8,-0.93,1,34.6,0.048,42,274,0.9974,3.33,0.59,10.1,1,8,3
10661,,-0.9,0.35,0.51,-37,0.047,-227,135,1.016,3.03,0.53,10.3,1,8,3
10663,,14.1,2.115,0.22,0.7,0.072,49,748,1.00164,2.63,0.55,15.5,2,9,
10672,,6.7,-0.64,-0.52,54.5,0.348,62,33,0.95124,3.21,0.59,19.2,0,7,1
10678,,7.8,0.2,0.32,-9.4,0.016,31,101,1.01683,2.99,-0.26,16.1,1,8,3
10685,,17,0.46,0.49,51.75,,6,342,0.9911,2.67,-0.04,11.4,0,9,3
10690,,24.7,1.52,0.4,2,0.432,291,72,0.96811,3.74,2,12,1,8,3
10702,,7.7,0.14,-0.99,-19.6,0.044,172,116,0.94853,4.47,0.53,6.5,0,7,2
10706,,6.7,0.29,-0.52,-45.7,0.054,304,181,0.99869,3.56,2.33,9.1,1,7,1
10708,,14.3,0.28,0.3,1.6,0.047,46,132,1.01113,2.64,0.38,4.8,-1,7,1
10716,,-3.2,-1.12,-0.53,11.7,-0.166,44,150,0.99578,3.31,-0.12,10.4,-1,8,2
10717,,8.2,0.42,-0.07,-37.1,-0.507,228,261,0.9978,4.49,,,0,8,4
10720,,6.1,0.41,0.24,44.4,0.429,-230,68,0.96269,3.32,0.5,13,1,7,3
10729,,7.4,0.5,2.64,2,0.086,21,73,0.997,3.36,0.57,9.1,0,8,
10730,,8.8,-0.83,1.29,4.7,0.222,153,88,1.02892,3.37,0.58,14.6,1,7,3
10745,,5.8,0.24,0.44,-44.5,-0.04,5,-224,0.97956,3.53,-1.65,5.9,1,6,
10753,,8.8,0.26,0.74,13.3,0.044,68,414,0.99483,3.18,,5.1,-1,8,1
10754,,6.6,0.34,0.39,6.9,-0.478,-164,-587,1.01054,2.97,0.53,9.5,-1,8,1
10762,,12.1,0.75,-1,6.3,0.246,19,246,1.00797,3.09,0.53,11.1,-1,8,1
10766,,2.4,-0.75,1.94,-36.4,-0.123,26,,1.02217,3.16,0.44,10.2,-1,8,
10776,,13.1,0.49,-1.71,34.3,-0.11,-237,24,0.99438,2.53,0.83,11.3,-2,8,
10783,,7.9,-0.12,-1.12,1.6,0.106,10,244,0.95779,4.27,0.39,9.5,0,9,1
10789,,10.8,0.31,0.38,52.8,0.061,49,-99,1.01901,3.4,0.58,11,-1,9,2
10790,,6.1,-1.22,0.31,-29.85,0.478,249,-72,0.95002,2.86,0.61,9.3,2,7,2
10797,,8.8,0.63,1.57,,0.096,22,80,0.99016,3.44,0.4,10.2,1,10,
10807,,7,0.24,-0.4,1.7,0.286,48,308,0.992,3.25,-0.85,11.4,0,7,1
10810,,7.6,-0.12,0.31,-22.9,0.079,-252,189,0.99716,3.82,0.62,,0,8,
10817,,16.2,0.38,0.29,12.7,0.05,-202,376,0.9986,3.25,0.59,4,1,8,1
10820,,0.8,0.3,0.3,-7.2,0.048,40,-68,0.9765,3.97,-0.58,10.8,-1,6,1
10822,,0,0.28,0.31,2,-0.973,225,262,0.9958,3.15,0.86,10.1,0,10,2
10828,,7,0.35,0.3,-57.7,0.04,-57,520,0.9927,3.28,0.49,9.1,1,8,2
10829,,6.5,0.32,0.33,8,,-133,666,0.98968,3.28,1.95,8.7,-1,7,1
10830,,-1.2,0.59,-0.03,-32.6,0.044,-49,403,0.98998,3.19,0.37,15.8,-2,6,2
10831,,5.9,1.08,0.28,49.4,0.039,196,139,0.96115,2.64,-0.96,15.5,1,6,4
10841,,12.1,0.14,0.49,6.7,0.035,508,120,0.99835,3.26,1.73,6.1,2,9,3
10847,,14,0.18,-0.41,10.2,0.028,-201,-292,0.99743,3.49,,16.1,-1,6,2
10856,,10.2,1.66,1.22,57.1,0.618,11,24,0.99745,3.29,1.26,11.9,-1,11,
10860,,10.7,0.35,0.53,37.4,0.065,-122,16,1.01276,3.54,,5.8,0,12,
10861,,-10.1,-0.64,0.26,55.9,0.042,368,469,0.97132,3.43,,8.2,1,7,3
10863,,6.8,0.3,0.72,21.5,0.041,65,168,1.02466,3.1,0.9,9.8,0,7,1
10875,,1,1.35,0.28,2.7,0.034,-530,-238,0.96212,3.35,,10.2,0,8,1
10884,,19.1,0.61,-0.02,-33.8,0.364,34,184,1.00052,3.31,2.85,13.6,0,7,3
10895,,-2.7,-0.15,0.32,-57.4,0.027,259,72,1.03744,3.5,0.45,12.5,-1,6,
10897,,6,1.05,0.32,,0.053,31,419.5,1.04171,3.29,0.72,17.4,0,7,1
10898,,7.4,0.83,0.27,14.1,,-164,173,0.99335,1.86,0.52,8.2,0,8,1
10903,,7.8,1.58,0.49,-28,0.1,5,443,1.001,3.25,0.74,11.9,1,14,
10908,,7.4,0.16,0.49,-105.7,0.086,18,150,0.9751,4.05,0.47,8.6,1,8,
10924,,7.2,2.06,0.54,-13.1,0.114,-59,9,0.99719,4.32,-0.33,5.9,0,8,1
10926,,1.5,0.18,0.39,,-0.268,48,-243,0.97368,3.35,2.42,2.5,-1,8,1
